Wall time,Step,Value
1735841921.5085638,60,0.00019971995789092034
1735842013.3096287,190,0.00019911318668164313
1735842055.5611527,250,0.0001988331350730732
1735842163.5785513,410,0.00019808634533546865
1735842182.788778,430,0.00019799299479927868
1735842205.8385885,460,0.00019785297627095133
1735842270.5179274,540,0.00019747957412619144
1735842295.739565,570,0.0001973395555978641
1735842399.2069194,720,0.0001966394338523969
1735842421.2432196,750,0.00019649941532406956
1735842884.90722,950,0.00019556592451408505
1735842948.489624,1030,0.0001951925369212404
1735842983.023465,1070,0.00019500583584886044
1735843129.8926528,1270,0.00019407234503887594
1735843218.8354876,1400,0.00019346557382959872
1735843326.9078417,1560,0.00019271878409199417
1735843346.7483582,1590,0.00019257876556366682
1735843409.0143595,1680,0.00019215869542676955
1735843915.950943,1790,0.00019164527475368232
1735843956.4759767,1840,0.000191411905689165
1735843967.4502652,1860,0.00019131855515297502
1735844007.2557595,1910,0.0001910851860884577
1735844286.0002124,2300,0.00018926487246062607
1735844326.108538,2350,0.00018903150339610875
1735844422.2052372,2500,0.00018833138165064156
1735844465.5767493,2560,0.00018805134459398687
1735844882.3503094,2610,0.00018781797552946955
1735844927.7468,2680,0.00018749124137684703
1735844970.4737804,2740,0.00018721120432019234
1735845107.3536801,2930,0.0001863243815023452
1735845212.8224778,3090,0.00018557759176474065
1735845224.216778,3110,0.00018548424122855067
1735845285.145251,3190,0.000185110853635706
1735845379.8632047,3310,0.0001845507649704814
1735845445.722715,3400,0.00018413069483358413
1735845853.308665,3480,0.00018375729268882424
1735845964.4000335,3640,0.00018301050295121968
1735845997.0595307,3680,0.00018282380187883973
1735846372.615447,4220,0.00018030338105745614
1735846381.8976536,4230,0.00018025671306531876
1735846837.995738,4400,0.0001794632407836616
1735846858.2469335,4430,0.00017932322225533426
1735846875.2917125,4460,0.0001791832037270069
1735846986.084517,4610,0.00017848308198153973
1735847005.265384,4640,0.00017834306345321238
1735847012.6430469,4650,0.00017829638090915978
1735847087.409855,4750,0.00017782964278012514
1735847216.2690384,4920,0.00017703617049846798
1735847235.1789298,4940,0.000176942819962278
1735847745.0844252,5150,0.00017596266116015613
1735847875.0184639,5320,0.00017516918887849897
1735847915.611912,5370,0.00017493581981398165
1735848130.1545515,5640,0.00017367560940328985
1735848214.7614012,5740,0.00017320887127425522
1735848264.226447,5800,0.0001729288196656853
1735848279.6124327,5820,0.00017283546912949532
1735848316.9566908,5870,0.000172602100064978
1735848324.2104437,5880,0.00017255543207284063
1735848798.549475,6030,0.00017185531032737345
1735848940.9436939,6210,0.0001710151700535789
1735848957.9488347,6230,0.00017092181951738894
1735849053.816223,6350,0.00017036173085216433
1735849107.8563151,6420,0.00017003501125145704
1735849117.1332176,6430,0.00016998832870740443
1735849130.6861327,6450,0.00016989497817121446
1735849154.440784,6480,0.00016975495964288712
1735849167.9839208,6500,0.00016966160910669714
1735849259.0407732,6620,0.00016910152044147253
1735849329.8809004,6720,0.00016863476776052266
1735849437.6244245,6840,0.00016807467909529805
1735849844.062699,6890,0.00016784131003078073
1735850047.907749,7150,0.0001666277676122263
1735850077.2530441,7190,0.00016644106653984636
1735850112.404967,7230,0.00016625438001938164
1735850124.384129,7240,0.00016620769747532904
1735850178.2672482,7310,0.00016588097787462175
1735850252.8435287,7400,0.00016546090773772448
1735850281.0654361,7440,0.00016527420666534454
1735850310.7706406,7480,0.00016508752014487982
1735850352.9565413,7530,0.00016485413652844727
1735850391.6374657,7570,0.00016466745000798255
1735850462.777863,7660,0.00016424737987108529
1735850490.0627048,7700,0.00016406067879870534
1735850881.1422267,7720,0.00016396732826251537
1735850897.2173731,7740,0.0001638739777263254
1735850947.217114,7810,0.0001635472581256181
1735850991.3606296,7860,0.00016331388906110078
1735851011.504589,7880,0.0001632205385249108
1735851051.405307,7930,0.0001629871694603935
1735851065.2436452,7950,0.00016289381892420352
1735851093.9366007,7990,0.00016270711785182357
1735851127.487479,8030,0.00016252041677944362
1735851180.9230323,8090,0.00016224037972278893
1735851188.1553862,8100,0.00016219369717873633
1735851376.885436,8330,0.00016112018784042448
1735851405.7078958,8370,0.00016093348676804453
1735852040.3022914,8700,0.00015939323930069804
1735852092.4755735,8770,0.00015906650514807552
1735852146.679659,8830,0.00015878646809142083
1735852262.1863377,8970,0.00015813302889000624
1735852296.9080763,9010,0.0001579463278176263
1735852351.1926827,9080,0.000157619608216919
1735852363.9233823,9100,0.00015752625768072903
1735852404.0236666,9160,0.0001572462060721591
1735852419.5399723,9180,0.00015715285553596914
1735852518.7104087,9320,0.00015649941633455455
1735852528.0096154,9330,0.00015645274834241718
1735852956.3757756,9430,0.00015598599566146731
1735853058.2148788,9010,0.0001579463278176263
1735853120.3864105,9100,0.00015752625768072903
1735853144.5433762,9140,0.00015733955660834908
1735853170.9523497,9180,0.00015715285553596914
1735853226.9946783,9270,0.00015673278539907187
1735853233.3970542,9280,0.0001566861174069345
1735853273.569181,9340,0.00015640606579836458
1735853280.1586726,9350,0.0001563593978062272
1735853311.9010074,9400,0.00015612601418979466
1735853770.041915,9580,0.00015528587391600013
1735853791.9716537,9610,0.00015514585538767278
1735853853.4440417,9700,0.00015472578525077552
1735854073.4961336,10000,0.00015332555631175637
1735854167.9483247,10130,0.00015271878510247916
1735854209.1529257,10190,0.00015243873349390924
1735854235.2278612,10220,0.0001522987149655819
1735854249.6874,10240,0.00015220536442939192
1735854286.4797525,10280,0.00015201866335701197
1735854639.4392092,10340,0.00015173862630035728
1735854673.6767561,10390,0.00015150525723583996
1735854753.7085657,10490,0.0001510385045548901
1735854800.5769134,10550,0.00015075845294632018
1735854837.008197,10600,0.00015052508388180286
1735854911.5071108,10700,0.00015005834575276822
1735854947.2799952,10750,0.0001498249766882509
1735855229.089389,11120,0.00014809801359660923
1735855566.2262785,11160,0.0001479113125242293
1735855572.2537324,11170,0.00014786464453209192
1735855577.8549566,11180,0.00014781797653995454
1735855709.8932238,11360,0.00014697783626616
1735855811.939885,11480,0.00014641773304902017
1735855827.3971434,11490,0.0001463710650568828
1735855874.2510948,11550,0.00014609101344831288
1735855933.6889706,11620,0.00014576429384760559
1735856119.0579987,11880,0.00014455075142905116
1735856526.5411806,12000,0.00014399066276382655
1735856603.370117,12110,0.0001434772420907393
1735856637.1466656,12140,0.00014333722356241196
1735856656.1847095,12170,0.00014319720503408462
1735856814.5724425,12370,0.0001422637142241001
1735856874.6576054,12430,0.0001419836626155302
1735856930.0697036,12500,0.0001416569430148229
1735856970.0338228,12560,0.00014137689140625298
1735857101.3233798,12720,0.00014063010166864842
1735857121.8842914,12750,0.00014049008314032108
1735857537.1300695,12860,0.00013997666246723384
1735857563.8191898,12890,0.0001398366439389065
1735857583.220285,12920,0.00013969661085866392
1735857593.088975,12930,0.00013964994286652654
1735857973.6079946,13410,0.00013740957365371287
1735857998.633389,13440,0.0001372695405734703
1735858027.1046636,13470,0.00013712952204514295
1735858032.488707,13480,0.00013708285405300558
1735858198.7428696,13700,0.0001360560127068311
1735858609.078784,13820,0.00013549590948969126
1735858622.4138725,13840,0.0001354025735054165
1735858659.942134,13880,0.00013521587243303657
1735858690.3662379,13920,0.00013502917136065662
1735858725.1037834,13960,0.00013484247028827667
1735858929.1051178,14210,0.00013367561041377485
1735858941.0210738,14220,0.00013362894242163748
1735859032.6689014,14330,0.00013311552174855024
1735859088.5362127,14410,0.00013274211960379034
1735859120.414447,14450,0.00013255543308332562
1735859135.1957471,14470,0.00013246208254713565
1735859601.967139,14640,0.0001316686102654785
1735859723.259515,14790,0.0001309684885200113
1735859753.753897,14830,0.0001307818019995466
1735859956.1036658,15080,0.00012961494212504476
1735860068.7612765,15240,0.00012886813783552498
1735860079.05557,15250,0.0001288214698433876
1735860194.6693907,15400,0.00012812134809792042
1735860564.9629679,15440,0.0001279346615774557
1735860682.404472,15600,0.00012718787183985114
1735860688.332257,15610,0.00012714118929579854
1735860784.2262123,15740,0.00012653441808652133
1735860849.9777477,15830,0.00012611434794962406
1735860892.1039002,15880,0.00012588097888510674
1735860935.9565458,15930,0.00012564760982058942
1735860955.9938517,15960,0.00012550759129226208
1735860998.741317,16010,0.00012527420767582953
1735861023.9052458,16040,0.00012513418914750218
1735861127.8747694,16160,0.00012457410048227757
1735861183.2562513,16240,0.00012420069833751768
1735861575.7621317,16310,0.00012387397873681039
1735861626.0237906,16380,0.0001235472591361031
1735861692.3522043,16470,0.00012312718899920583
1735861716.4935696,16510,0.00012294048792682588
1735861728.793854,16530,0.0001228471373906359
1735861743.953479,16550,0.00012275378685444593
1735861761.354678,16580,0.0001226137683261186
1735861823.380791,16650,0.0001222870487254113
1735861905.5510292,16740,0.00012186697858851403
1735861974.9326615,16840,0.00012140023318352178
1735862015.9608092,16880,0.00012121353211114183
1735862031.362918,16900,0.00012112018885090947
1735862051.158305,16930,0.00012098016304662451
1735862089.3794432,16980,0.00012074679398210719
1735862115.3633237,17010,0.00012060676817782223
1735862124.4802577,17020,0.00012056009290972725
1735862130.0528283,17030,0.00012051341764163226
1735862590.6226544,17220,0.00011962660209974274
1735862658.8271215,17310,0.00011920653196284547
1735862704.768427,17370,0.00011892648763023317
1735862764.5080051,17440,0.00011859976802952588
1735862770.9606442,17450,0.00011855309276143089
1735862833.2660756,17540,0.00011813302262453362
1735862883.9922826,17610,0.00011780630302382633
1735863064.076422,17820,0.00011682613694574684
1735863094.9891407,17860,0.0001166394431493245
1735863161.8925714,17960,0.00011617269774433225
1735863498.0560198,18000,0.00011598599667195231
1735863558.9865637,18090,0.00011556592653505504
1735863669.8986862,18220,0.00011495916260173544
1735863698.3258784,18250,0.00011481913679745048
1735863755.9896138,18310,0.00011453909246483818
1735863768.6437037,18330,0.0001144457419286482
1735864030.079706,18670,0.00011285881191724911
1735864073.2462442,18730,0.0001125787603086792
1735864496.1353729,18900,0.00011178529530297965
1735864507.580112,18920,0.00011169195204274729
1735864565.4990494,19000,0.0001113185498979874
1735864583.4912345,19030,0.00011117853136966005
1735864597.3089118,19050,0.00011108518083347008
1735864742.137731,19230,0.00011024504055967554
1735864853.58846,19370,0.00010959160135826096
1735864867.553261,19390,0.00010949825082207099
1735865005.4705665,19570,0.00010865811054827645
1735865034.7486835,19610,0.00010847140947589651
1735865099.6504517,19690,0.00010809801460709423
1735865549.25339,19860,0.00010730454960139468
1735865598.1977732,19920,0.00010702450526878238
1735865770.6863189,20160,0.00010590432066237554
1735865856.2409813,20280,0.00010534422472119331
1735865864.501205,20290,0.00010529754945309833
1735865887.4418635,20320,0.00010515752364881337
1735865892.7114272,20330,0.00010511084838071838
1735865905.7234657,20350,0.00010501750512048602
1735865923.0658736,20370,0.00010492415458429605
1735865953.7535636,20410,0.0001047374535119161
1735865984.1679733,20450,0.00010455075971549377
1735866046.3643434,20520,0.00010422404011478648
1735866467.2875965,20670,0.00010352391836931929
1735866717.8528762,21010,0.0001019369883579202
1735866746.9004304,21050,0.00010175029456149787
1735866762.7979078,21070,0.0001016569440253079
1735866799.7773707,21120,0.00010142356768483296
1735866872.448734,21210,0.0001010034975479357
1735866969.5102372,21330,0.00010044340888271108
1735867351.1482208,21430,9.997666347771883e-05
1735867377.964066,21450,9.988331294152886e-05
1735867391.6939607,21470,9.978996240533888e-05
1735867400.3533041,21480,9.97432871372439e-05
1735867431.4538686,21520,9.955659334082156e-05
1735867456.1690726,21550,9.94165675365366e-05
1735867513.0661,21630,9.904317266773432e-05
1735867541.6477058,21670,9.885647887131199e-05
1735867651.4610758,21810,9.820303239393979e-05
